"식사코드	급식일자	요리명"
"2	20190306	봄나물비빔밥(봄봄봄)1.5.6.13.<br/>유부보쌈꼬치어묵국1.5.6.10.13.16.18.<br/>오이깍둑무침@5.6.13.<br/>후라이드반양념반1.2.5.6.12.13.15.<br/>배추김치9.13.<br/>바나나(생과)<br/>대구꿀떡5.13."
"3	20190306	찹쌀밥<br/>병천순댓국밥%1.2.5.6.10.13.<br/>마늘쫑어묵볶음@1.5.6.13.<br/>부추전1.5.6.<br/>석박지9.13.<br/>그릭요거트%1.2.5.6.13."
"1	20190307	찹쌀밥<br/>두부콩나물국5.13.<br/>맛살미역줄기볶음1.5.6.13.<br/>돈육두루치기5.6.10.<br/>배추김치9.13.<br/>에그타르트1.2.5.6.13.<br/>콘푸레이크/초코첵스2.5.6.13."
"2	20190307	녹차카테킨밥<br/>김가루떡국1.5.6.13.<br/>간장돼지갈비찜5.6.10.<br/>골빔면5.6.13.<br/>황도샐러드&드레싱1.2.5.6.10.11.13.<br/>깍두기9.13.<br/>봄동겉절이13."
"3	20190307	찹쌀밥<br/>열무된장국5.6.13.<br/>숙주나물무침<br/>훈제오리샐러드%10.12.13.<br/>오지치즈후라이@2.5.6.10.12.13.<br/>배추김치9.13."
"1	20190308	찹쌀밥<br/>북어채달걀국1.13.<br/>멸치풋고추조림5.6.13.<br/>야채소시지&케첩2.5.6.10.12.13.<br/>배추김치9.13.<br/>콘푸레이크/오레오오즈2.5.6.13.<br/>우유만쥬1.2.5.6.13."
"2	20190308	흑미밥<br/>등뼈우거지국5.6.10.<br/>(두릅초무침)5.6.13.<br/>납작군만두/비빔야채1.5.6.10.13.<br/>햄감자채볶음2.6.10.13.<br/>배추김치9.13.<br/>상큼아삭사과"
"3	20190308	찹쌀밥<br/>쫄면야채무침@5.6.13.<br/>청국장5.9.13.<br/>삼치엿장조림%5.6.13.<br/>상추부추겉절이@5.6.13.<br/>배추겉절이9.13."
"1	20190309	찹쌀밥<br/>쇠고기미역국5.6.16.<br/>콩나물무침5.<br/>고구마닭갈비2.5.6.13.15.<br/>바바리안두부도너츠1.2.5.6.13.<br/>배추김치9.13.<br/>세종요구르트2."
"2	20190309	현미밥<br/>쇠고기떡국(주)1.5.6.<br/>셀프베지치킨샌드위치1.2.5.6.10.12.13.15.<br/>꽈리고추멸치볶음5.6.13.<br/>배추김치9.13.<br/>귤(생과)<br/>쿠키1.2.5.6.13.14."
"3	20190309	찹쌀밥<br/>계란만두국@1.5.6.10.13.<br/>제육볶음@5.6.10.13.<br/>열무김치9.13.<br/>미니파인애플<br/>깻잎쌈&쌈장"
"1	20190310	찹쌀밥<br/>쿠키스타일 핫케이크1.2.5.6.13.<br/>건새우아욱국5.6.9.13.<br/>콩나물불고기5.6.10.13.<br/>감자채볶음2.5.6.13.<br/>깻잎김치13.<br/>콘푸레이크/스페셜K2.5.6.13."
"2	20190310	찹쌀밥<br/>부대찌개2.5.6.9.10.13.<br/>쥐취포조림5.6.13.<br/>미트볼데리야끼볶음1.2.5.6.10.13.<br/>깍두기9.13.<br/>요구르트2.<br/>버터토스트/쨈1.2.13."
"3	20190310	찹쌀밥<br/>들기름바사삭김<br/>얼큰콩나물국%5.6.9.13.<br/>고추장떡볶이@1.5.6.13.<br/>계란말이1.2.5.<br/>깍두기9.13."
"1	20190311	찹쌀밥<br/>경상도고깃국5.6.16.<br/>건파래무침5.6.13.<br/>계란부추볶음1.<br/>배추김치9.13.<br/>딸기요플레2.<br/>우리쌀크렌베리1.2.5.6.13."
"2	20190311	기장밥<br/>달래두부된장찌개@5.6.13.<br/>스크램블드에그1.2.5.6.9.10.13.<br/>통통안심통강정&소스1.2.4.5.6.10.12.13.17.<br/>배추김치9.13.<br/>(카프레제치즈샐러드&오리엔탈)2.5.6.10.12.13.15.<br/>상큼아삭사과"
"3	20190311	찹쌀밥<br/>쇠고기육개장@5.6.16.<br/>청포묵김무침@1.5.6.13.<br/>돈육떡강정@1.2.4.5.6.10.12.13.<br/>배추김치9.13.<br/>봄동겉절이13."
"1	20190312	찹쌀밥<br/>참치김치볶음1.9.13.<br/>건새우아욱된장국@5.6.9.13.<br/>스팸구이&케첩1.6.10.13.<br/>조미김13.<br/>고칼슘지방제로 플레인요구르트2.<br/>몬테디저트1.2.5.6.13."
"2	20190312	토마토펜라이스업쌀밥12.<br/>부대찌개&라면사리1.2.5.6.9.10.13.<br/>두부조림5.6.10.13.<br/>안동찜닭2.5.6.8.13.15.<br/>양배추쌈/케일쌈&젓갈5.6.13.<br/>깍두기9.13.<br/>방울토마토12."
"3	20190312	찹쌀밥<br/>닭곰탕@13.15.<br/>양배추쌈&쌈장5.6.<br/>오이부추무침(자)5.6.13.<br/>오삼불고기5.6.10.13.<br/>열무김치9.13."
"1	20190313	찹쌀밥<br/>북어채무국1.13.<br/>고구마닭갈비2.5.6.13.15.<br/>부들어묵조림1.2.5.6.10.13.<br/>깍두기9.13.<br/>플라워파이1.2.5.6.13.<br/>골드키위요플레5.13."
"2	20190313	목살필라프(양배추)1.5.6.9.10.12.13.<br/>바지락쑥국5.6.13.<br/>미나리오이무침<br/>배추김치9.13.<br/>수제치즈피자 2.5.6.10.12.13.<br/>바나나(생과)"
"3	20190313	찹쌀밥<br/>사골조랭이떡국@1.5.6.13.16.<br/>오징어야채초무침5.6.13.17.<br/>통등심돈까스@1.2.5.6.10.11.12.13.<br/>딸기요플레2.<br/>총각김치9.13."
"1	20190314	찹쌀밥<br/>유학다녀온참붕어애플페스트리1.2.5.6.13.<br/>연두부백탕5.9.10.13.<br/>상추생채5.6.13.<br/>비엔나떡볶음2.5.6.10.12.13.<br/>배추김치9.13.<br/>포도요거트"
"2	20190314	차수수밥<br/>쇠고기미역국5.6.16.<br/>잡채5.6.8.10.13.<br/>돈오븐구이(+깻잎쌈)5.6.10.13.<br/>깍두기9.13.<br/>파프리카/아삭고추&땅콩쌈장4.5.6.12.13.<br/>티라미스(초코)/생일축하해!!1.2.5.6.13."
"3	20190314	찹쌀밥<br/>비빔국수5.6.13.<br/>시금치콩나물국5.6.13.<br/>돈육메추리알조림@1.5.6.10.13.<br/>중국만두%1.5.6.10.<br/>플레오요구르트2."
"1	20190315	찹쌀밥<br/>건새우아욱된장국5.6.9.13.<br/>오리훈제야채무침1.5.13.<br/>파래돌김자반13.<br/>배추김치9.13.<br/>우리밀100%애플파이1.2.5.6.13.<br/>과일쥬스"
"2	20190315	자장밥2.5.6.10.13.<br/>오징어짬뽕국@5.6.9.13.16.17.18.<br/>(돌나물무침)5.6.13.<br/>레몬크림깐쇼새우1.2.4.5.6.9.10.12.13.<br/>배추김치9.13.<br/>수제과일음료13."
"1	20190318	찹쌀밥<br/>아욱된장국5.6.13.<br/>느타리버섯맛살볶음1.5.6.13.<br/>너비아니조림2.5.6.10.<br/>배추김치9.13.<br/>콘푸레이크/그래놀라2.5.6.13.<br/>리얼수제딸기머핀1.2.5.6.13."
"2	20190318	할맥밥<br/>얼갈이배추된장국5.6.9.13.<br/>(메밀묵무침)3.5.6.9.13.<br/>돼지불고기&상추쌈5.6.10.13.<br/>배추김치9.13.<br/>마카로니콘치즈구이@1.2.5.6.13."
"3	20190318	찹쌀밥<br/>삼색수제비국5.6.13.<br/>비엔나메추리알조림1.2.5.6.10.12.13.<br/>돼지사태김치찜@5.6.9.10.13.<br/>매콤콩나물무침(자)5.<br/>깍두기9.13."
"1	20190319	쇠고기감자무국<br/>찹쌀밥<br/>진미채엿장조림5.6.13.17.<br/>한입돈까스*케첩1.2.5.6.10.12.13.<br/>배추김치9.13.<br/>요거타임5.13.<br/>유기농초코찰링도넛1.2.5.6.13."
"2	20190319	밤고구마밥<br/>들깨무채국13.<br/>연두부찜&양념장5.6.<br/>(브로콜리&초장)5.6.13.<br/>닭장각오븐구이(후추)5.6.13.<br/>배추김치9.13.<br/>바나나(생과)"
"3	20190319	찹쌀밥<br/>등뼈감자탕10.<br/>양배추쌈&쌈장5.6.<br/>순대야채볶음%5.6.10.13.<br/>오리훈제단호박볶음%5.6.13.<br/>배추김치9.13."
"1	20190320	찹쌀밥<br/>다시마무국13.<br/>씨앗미트볼조림1.2.5.6.10.12.13.<br/>무말랭이무침5.6.13.<br/>배추김치9.13.<br/>콘푸레이크/초코첵스2.5.6.13.<br/>프렌치토스트1.2."
"2	20190320	흑미밥<br/>쫄면야채무침5.6.13.<br/>(아몬드샐러드&드레싱)1.2.5.6.10.11.13.<br/>파슬리슈니첼&브라운1.2.5.6.10.11.12.13.<br/>깍두기9.13.<br/>마늘빵1.2.5.6.13.<br/>콘스프2.5.6.13.<br/>과일쥬스"
"3	20190320	찹쌀밥<br/>소면설렁탕@1.5.6.13.16.<br/>영양갈비찜@5.6.10.13.<br/>시금치무침<br/>카레감자채볶음@2.5.6.13.<br/>배추겉절이9.13."
"1	20190321	찹쌀밥<br/>사골배추국5.6.13.<br/>볼어묵조림1.2.5.6.10.13.<br/>햄야채계란말이1.2.5.6.10.<br/>배추김치9.13.<br/>오렌지쥬스5.13.<br/>현미시리얼바2.5.6.13."
"2	20190321	강황쌀밥<br/>고소한조랭이떡국1.5.6.13.16.<br/>오리불고기/깻잎쌈5.6.<br/>새싹&양상추샐러드/드레싱1.2.5.6.10.11.13.<br/>저염고등어구이2.5.6.7.13.<br/>깍두기9.13."
"3	20190321	찹쌀밥<br/>닭개장@5.6.15.<br/>감자고추장조림%5.6.13.<br/>언양식바싹불고기@1.2.5.6.10.12.13.<br/>배추김치9.13.<br/>봄동겉절이13.<br/>매실음료13."
"1	20190322	찹쌀밥<br/>버터롤케이크1.2.5.6.13.<br/>배추된장국5.6.13.<br/>쥐포조림5.6.13.<br/>돼지불고기5.6.10.13.<br/>배추김치9.13.<br/>비피더스2."
"2	20190322	참치김치덮밥 1.9.13.<br/>북어콩나물국@5.13.<br/>시금치무침(자)<br/>타코야끼(일식)1.2.5.6.10.12.13.16.17.18.<br/>깍두기9.13.<br/>사과"
"3	20190322	찹쌀밥<br/>건새우아욱된장국@5.6.9.13.<br/>비빔막국수@5.6.13.<br/>얼갈이된장나물@5.6.<br/>갈릭왕돈까스1.2.5.6.10.12.13.<br/>석박지9.13.<br/>플레오요구르트2."
"1	20190323	찹쌀밥<br/>얼큰콩나물국5.6.13.<br/>돼지불고기5.6.10.13.<br/>취나물볶음5.6.<br/>딸기요플레2.<br/>마늘빵1.2.5.6.13."
"2	20190323	자반주먹밥1.2.5.6.10.13.<br/>유부된장국5.6.13.<br/>고추장떡볶이@1.5.6.13.<br/>코코넛새우튀김&타르타르소스1.5.6.9.12.13.<br/>단무지<br/>파인애플쥬스5.13."
"3	20190323	찹쌀밥<br/>순두부찌개5.6.9.13.<br/>상추겉절이(자)5.6.13.<br/>맛살미역줄기볶음1.5.6.13.<br/>돈육버섯불고기5.6.10.<br/>배추김치9.13.<br/>미니파인애플"
"1	20190324	찹쌀밥<br/>머핀1.2.5.6.13.<br/>버섯된장찌개5.6.13.<br/>닭볶음5.6.13.<br/>베이컨감자채볶음2.5.6.10.13.<br/>배추김치9.13.<br/>포도 요플레 "
"2	20190324	잔치국수/밥1.5.6.9.13.<br/>닭강정*2.4.5.6.12.13.15.<br/>열무김치9.13.<br/>팔미어파이1.2.5.6.13.<br/>사과C쥬스5.13."
"3	20190324	찹쌀밥<br/>쇠고기떡국@1.5.6.<br/>계란장조림1.5.6.13.<br/>돌나물무침%5.6.13.<br/>탕수육@1.5.6.10.11.12.13.<br/>배추김치9.13."
"1	20190325	찹쌀밥<br/>순두부김치국5.6.9.13.<br/>미역줄기볶음/김치5.<br/>불닭볶음5.6.13.15.<br/>텐저린5.13.<br/>우리밀허니카스테라1.2.5.6.10.13."
"2	20190325	율무밥<br/>민물새우수제비국5.6.9.13.<br/>잔멸치땅콩조림4.5.6.13.<br/>크리미어니언치킨1.5.6.13.15.<br/>깻잎김치13.<br/>파프리카샐러드&드레싱5.6.12.13."
"3	20190325	찹쌀밥<br/>오징어무국@5.6.9.13.17.18.<br/>오리불고기/깻잎쌈5.6.<br/>근대나물5.6.<br/>도토리묵김치무침@5.6.9.13.<br/>백김치9.13."
"1	20190326	찹쌀밥<br/>얼큰콩나물국5.6.13.<br/>찐만두&양념간장1.5.6.10.13.<br/>햄감자채볶음2.6.10.13.<br/>배추김치9.13.<br/>찹쌀모찌5.13.<br/>과일쥬스5."
"2	20190326	차조밥<br/>호박두부된장국5.6.13.<br/>장조림비빔면1.5.6.10.13.<br/>순대깻순볶음5.6.10.<br/>배추김치9.13.<br/>컬리플라워&드레싱1.5.6.12.13."
"3	20190326	찹쌀밥<br/>쇠고기우거지국@5.6.16.<br/>코다리무조림5.6.13.<br/>비엔나떡케찹조림@2.5.6.10.12.13.<br/>취나물볶음5.6.<br/>배추김치9.13.<br/>비피더스2."
"1	20190327	찹쌀밥<br/>미니크림치즈프레즐1.2.5.6.13.<br/>고추장찌개5.6.10.13.<br/>오리훈제&부추무침<br/>볼어묵조림1.2.5.6.10.13.<br/>프로바이오틱2."
"2	20190327	차슈덮밥5.6.10.13.<br/>꽃새우아욱된장국5.6.9.13.<br/>화끈불어묵꼬치5.6.10.12.13.15.16.18.<br/>배추김치9.13.<br/>(부추겉절이(자))5.6.13.<br/>식혜"
"3	20190327	찹쌀밥<br/>자장우동@1.2.5.6.10.13.<br/>유부어묵국1.5.6.13.<br/>꽈리고추멸치볶음5.6.13.<br/>깐풍기@1.2.5.6.12.13.15.<br/>깍두기9.13."
"1	20190328	찹쌀밥<br/>열무된장국5.6.13.<br/>참나물무침/김치5.6.<br/>제육구이5.6.10.13.<br/>우리밀도넛1.2.5.6.13.<br/>마시는샐러드5.13."
"2	20190328	율무밥<br/>소면설렁탕@1.5.6.13.16.<br/>꽁치김치찜9.13.<br/>햄야채계란말이1.2.5.6.10.<br/>석박지9.13.<br/>맛김13.<br/>바나나(생과)"
"3	20190328	참치김치덮밥%9.13.<br/>냉이된장국5.6.13.<br/>단무지무침<br/>감자튀김%5.12.13.16.<br/>소떡소떡@2.5.6.10.12.13.<br/>열무김치9.13."
"1	20190329	찹쌀밥<br/>팽이버섯된장국5.6.13.<br/>쥐포채볶음(아침)5.13.<br/>치킨데리야끼조림5.6.13.<br/>배추김치9.13.<br/>딸기요플레2.<br/>우리밀와플&생크림1.2.5.6.13."
"2	20190329	율무밥<br/>물만두국(분식DAY)1.5.6.10.13.<br/>(애느타리들깨가루볶음)<br/>고추장떡볶이1.5.6.13.<br/>김말이튀김&오징어링1.5.6.13.<br/>배추김치9.13.<br/>요구르트2."
"3	20190329	찹쌀밥<br/>오징어볶음/소면@5.6.13.<br/>쇠고기버섯찌개%5.6.13.<br/>비름나물고추장무침(자)5.6.13.<br/>꽃맛살샐러드1.5.13.<br/>총각김치9.13."
"1	20190330	찹쌀밥<br/>핫케이크1.2.5.6.13.<br/>달래두부된장찌개5.6.13.<br/>볼어묵조림1.2.5.6.10.13.<br/>치킨너겟&소스1.2.5.6.12.13.15.<br/>오렌지드링크5.13."
"2	20190330	(+추가찹쌀밥)<br/>초코칩 트위스트1.2.5.6.13.<br/>무채맑은국13.<br/>해물우동볶음5.6.9.12.13.<br/>카바노치소시지/머스터드1.2.5.6.10.13.<br/>배추김치9.13.<br/>쥬시쿨 자두13."
"3	20190330	찹쌀밥<br/>쇠고기두부국@5.6.16.<br/>돼지사태김치찜@5.6.9.10.13.<br/>계란찜1.5.6.13.<br/>시금치무침<br/>배추김치9.13."
"1	20190331	닭야채죽/밥5.15.<br/>돈육꽈리고추장조림5.6.10.13.<br/>아몬드호두김자반13.<br/>배추김치9.13.<br/>초코우유2.5.<br/>밀크프랑스빵1.2.5.6.13."
"2	20190331	김치볶음밥*2.5.6.9.10.13.<br/>계란파국1.13.<br/>피자소세지빵1.2.5.6.10.12.13.<br/>아몬드호두김자반13.<br/>텐저린5.13."
"3	20190331	찹쌀밥<br/>피자바게트%2.5.6.13.<br/>달래두부된장찌개@5.6.13.<br/>실곤약비빔면@2.5.6.10.13.<br/>참나물겉절이(자)5.6.13.<br/>돼지불고기@5.6.10.13.<br/>배추김치9.13."
"1	20190401	찹쌀밥<br/>감자수제비국5.6.13.<br/>진미채볶음2.5.6.13.<br/>두반장불닭볶음5.6.12.13.15.<br/>감귤쥬스<br/>아몬드파이1.2.5.6.13."
"2	20190401	팥밥(생일밥상><br/>쇠고기미역국5.6.16.<br/>생일엔잡채5.6.8.10.13.<br/>닭장각오븐구이(후추)5.6.13.<br/>배추김치9.13.<br/>생일케이크1.2.5.6.13.<br/>(콘샐러드&드레싱)1.2.5.6.10.13.16."
"3	20190401	찹쌀밥<br/>돈육김치찌개5.6.9.10.13.<br/>찹스테이크감자조림1.2.5.6.10.12.13.<br/>탕평채1.5.6.13.<br/>석박지9.13.<br/>뻥이요골드5.6.13."
"1	20190402	찹쌀밥<br/>롤케잌(카카오)1.2.5.6.10.13.<br/>애호박고추장찌개5.6.9.10.13.<br/>오리훈제야채무침1.5.13.<br/>계란후라이/김1.5.<br/>무산김13.<br/>사과한가득쥬스(유기농)"
"2	20190402	홍국쌀밥<br/>오만둥이된장찌개5.6.13.<br/>양파간장초절임 5.6.13.<br/>돈오븐구이(+해쉬브라운)5.6.10.12.13.18.<br/>배추김치9.13.<br/>바나나(생과)<br/>(봄미나리/깻잎쌈)"
"3	20190402	찹쌀밥<br/>쇠고기당면국5.6.13.16.<br/>단호박견과류찜13.<br/>통살새우까스1.5.6.8.9.10.13.<br/>깍두기9.13.<br/>타르타르소스1.5.13.<br/>방울토마토12."
"1	20190403	찹쌀밥<br/>모카번1.2.5.6.13.<br/>두부김치국5.9.13.<br/>파래돌김자반13.<br/>제육볶음5.6.10.13.<br/>총각김치9.13.<br/>콘푸레이크/그래놀라(우유)2.5.6.13."
"2	20190403	모듬꼬치어묵국1.5.6.13.<br/>(망고그린샐러드)1.2.5.6.10.13.<br/>취나물밥*양념간장5.6.<br/>맥시칸타코(고기/새우)2.5.6.9.10.12.13.16.18.<br/>배추김치9.13.<br/>(+카사바칩)6.<br/>과일쥬스"
"3	20190403	찹쌀밥<br/>꽃게찌개5.8.13.<br/>알감자버터구이2.5.13.<br/>오이부추겉절이13.<br/>로제소스순살찜닭2.5.6.12.13.<br/>배추김치9.13."
"1	20190404	찹쌀밥<br/>초코칩 트위스트1.2.5.6.13.<br/>쇠고기무국5.6.13.16.<br/>계란장조림1.5.6.13.<br/>연근조림5.6.13.<br/>콘푸레이크/아몬드후레이크2.5.6.13.<br/>사과"
"2	20190404	클로렐라밥<br/>닭곰탕13.15.<br/>양배추쌈/케일쌈&쌈장)5.6.13.<br/>황태채소소면무침5.6.13.<br/>쭈꾸미왕만두*양념장1.5.6.16.17.18.<br/>깍두기9.13."
"3	20190404	찹쌀밥<br/>조랭이떡국1.13.<br/>찹쌀콩멸치볶음5.6.13.<br/>치커리들깨소스무침<br/>김치치즈함박스테이크1.2.5.6.9.10.13.<br/>깍두기9.13."
"1	20190405	오므라이스/케첩1.2.5.6.10.12.13.<br/>호박두부된장국5.6.13.<br/>배추김치9.13.<br/>허니버터아몬드<br/>콘푸레이크/오레오오즈2.5.6.13.<br/>초코파이1.2.5.6.13."
"2	20190405	홍국쌀밥<br/>등뼈우거지국5.6.10.<br/>검은깨두부조림*양념토핑5.6.10.13.<br/>(*열대과일샐러드)1.2.5.6.10.13.<br/>명란게살치즈카츠&허수아비소스1.2.5.6.10.11.12.13.18.<br/>배추김치9.13.<br/>쑥떡(청명)5.13."
"3	20190405	김밥볶음밥/구운김1.2.5.6.10.13.<br/>조개콩나물국5.13.18.<br/>삶은달걀1.<br/>떡볶이5.6.13.<br/>배추김치9.13.<br/>단무지무침<br/>최고야포도C주스5.13."
"1	20190406	영양닭죽13.15.<br/>깻잎찜5.6.<br/>어묵메추리알장조림1.5.6.13.<br/>배추김치9.13.<br/>딸기요플레2.<br/>치즈케이크1.2.5.6.13."
"2	20190406	자반주먹밥1.2.5.6.10.13.<br/>한그릇우동(유부보쌈)1.5.6.9.10.13.<br/>치킨커틀릿*머스타드1.2.5.6.12.13.15.<br/>배추김치9.13.<br/>포도쥬스"
"3	20190406	찹쌀밥<br/>새알만두국1.5.6.10.13.<br/>토마토소스등갈비구이5.10.12.13.<br/>발사믹샐러드5.6.12.13.16.<br/>석박지9.13.<br/>엔요요구르트2."
"1	20190407	찹쌀밥<br/>북어콩나물국5.13.<br/>쥐취포조림5.6.13.<br/>야채소시지*케첩2.5.6.10.12.13.<br/>배추김치9.13.<br/>콘푸레이크/초코첵스2.5.6.13.<br/>우리밀와플&생크림1.2.5.6.13."
"2	20190407	낙지콩나물비빔밥5.6.13.<br/>배추김치9.13.<br/>피자핫도그1.2.5.6.10.12.13.<br/>요구르트2."
"3	20190407	삼겹살김치덮밥5.6.9.10.13.<br/>팽이버섯된장국*5.6.<br/>스크램블에그*1.2.12.13.<br/>새우튀김2개1.5.6.9.<br/>김가루13.<br/>깍두기9.13.<br/>바나나"
"1	20190408	계란밥(+간장/참기름)1.2.5.6.10.13.<br/>순두부찌개5.6.9.13.<br/>비엔나야채볶음2.5.6.10.12.13.<br/>배추김치9.13.<br/>오렌지쥬스(아침)5.13.<br/>브라우니케잌1.2.5.6.13."
"2	20190408	찰보리밥<br/>참치김치찌개5.6.9.13.<br/>(상추쌈&아삭이고추)<br/>+파채겉절이13.<br/>대패불고기5.6.10.13.<br/>제철(봄) 연근튀김2.5.6.<br/>나박김치9.13."
"3	20190408	찹쌀밥<br/>맑은콩나물국5.6.13.<br/>쫄면야채무침5.6.13.<br/>★매운통등심돈까스/크림소스1.2.5.6.10.13.<br/>깍두기9.13.<br/>깻잎김치9.13."
"1	20190409	찹쌀밥<br/>쇠고기우거지국5.6.16.<br/>두부굴소스볶음2.5.6.10.12.13.<br/>찐왕만두1.5.6.10.13.<br/>배추김치9.13.<br/>글레이즈드1.2.5.6.13.<br/>과일쥬스"
"2	20190409	율무밥<br/>나주곰탕+당면1.5.8.16.<br/>찰순대*허브소금6.10.<br/>자반고등어구이+양념장2.5.6.7.13.<br/>석박지9.13.<br/>(3색파프리카&땅콩쌈장)4.5.6.12.13.<br/>사과"
"3	20190409	김가루밥13.<br/>떡국1.13.<br/>통곡물뮤즐리멸치볶음5.6.13.<br/>오징어김치전5.6.9.13.<br/>석박지9.13.<br/>허쉬초코우유2."
"1	20190410	찹쌀밥<br/>얼큰콩나물국5.6.13.<br/>볼어묵조림1.2.5.6.10.13.<br/>레몬향생선까스&타르소스1.2.5.6.13.<br/>배추김치9.13.<br/>바나나우유2.<br/>초코에끌레어1.2.5.6.13."
"2	20190410	새싹힐링비빔밥&초고추장5.6.<br/>강릉초당황태순두부찌개5.13.<br/>(오이스틱&당근스틱(쌈장)5.6.<br/>소떡소떡꼬치/소스2.5.6.10.12.13.<br/>배추김치9.13.<br/>요쿠르트2.<br/>호두과자1.2.5.6.13.14."
"3	20190410	카레라이스2.5.6.10.13.<br/>소프트미니치즈케익1.2.5.6.13.<br/>어묵김치국1.5.6.9.13.<br/>숙주나물무침<br/>양념닭강정5.6.12.13.<br/>열무김치9.13."
"1	20190411	찹쌀밥<br/>고구마빅데니쉬1.2.5.6.13.<br/>배추된장국5.6.13.<br/>참치야채볶음5.6.13.<br/>스팸구이&케첩1.6.10.13.<br/>깍두기9.13.<br/>콘푸레이크/아몬드후레이크2.5.6.13."
"2	20190411	잡곡밥<br/>우렁살아욱된장국5.6.13.<br/>스웨디시미트볼(쾨트불라)1.2.5.6.10.12.13.16.<br/>(황도샐러드&드레싱)1.2.5.6.10.11.13.<br/>멸치견과류볶음 4.13.<br/>배추김치9.13.<br/>파인애플"
"3	20190411	찹쌀밥<br/>쇠고기육개장5.6.13.16.<br/>어묵당면잡채1.5.6.8.10.13.<br/>두부구이*5.6.<br/>석박지9.13.<br/>양념장*5.6.<br/>청포도"
"1	20190412	찹쌀밥<br/>딸기잼핫케이크1.2.5.6.13.<br/>사골조랭이떡국1.5.6.13.16.<br/>진미채엿장조림5.6.13.17.<br/>등갈비조림5.6.10.13.<br/>배추김치9.13.<br/>오렌지쥬스5.13."
"2	20190412	기장밥<br/>버섯들깨탕13.<br/>해물찜(우동사리)5.6.8.9.12.13.<br/>간장마늘치킨1.2.5.6.13.<br/>배추김치9.13.<br/>(컬리플라워&드레싱)1.5.6.12.13."
"3	20190412	적은양밥<br/>잔치국수1.5.6.13.<br/>찐옥수수<br/>오징어초무침13.17.<br/>배추김치9.13.<br/>바나나"
"1	20190413	찹쌀밥<br/>무채맑은국13.<br/>오리훈제*부추무침<br/>배추김치9.13.<br/>포도스무디2.5.13.<br/>식빵토스트*오렌지쨈1.2.5.6.13."
"2	20190413	자반주먹밥1.2.5.6.10.13.<br/>유부장국1.5.6.13.<br/>계란떡볶이1.5.6.13.<br/>매콤당면김말이5.<br/>배추김치9.13.<br/>능금쥬스2."
"3	20190413	찹쌀밥<br/>조갯살미역국5.6.18.<br/>상추겉절이5.6.<br/>양배추쌈5.6.13.<br/>한돈맥적구이5.6.10.13.<br/>보쌈김치9.13.<br/>두부우렁쌈장5.6.13."
"1	20190414	찹쌀밥<br/>쇠고기무국5.6.13.16.<br/>잔멸치깻잎찜5.6.13.<br/>고구마닭갈비2.5.6.13.15.<br/>모닝빵*딸기잼1.2.5.6.13.<br/>콘푸레이크/오레오오즈2.5.6.13."
"2	20190414	찹쌀밥<br/>소면설렁탕1.5.6.13.16.<br/>참치두부조림5.6.13.<br/>치즈돈까스*소스1.2.5.6.10.12.13.<br/>석박지9.13.<br/>요플레2."
"3	20190414	자장덮밥2.5.6.10.<br/>계란파국1.13.<br/>브로콜리오징어초장5.6.13.17.<br/>배추김치9.13.<br/>짜먹는요구르트2.<br/>꼬물이만두1.5.6.10.13."
